Sequencial;Regi∆o;UF;Partido;Nr;Candidato;Nome eleitoral;Idade;Situaá∆o;Sexo;QE;Base/Oposiá∆o/Neutro;Grau de instruá∆o;Ocupaá∆o;Eleito em 2010;Receitas em 2014;Nominais;R$/Voto
498;CO;MS;PMDB;1515;CARLOS EDUARDO XAVIER MARUN;MARUN;53;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR COMPLETO;DEPUTADO;N∆o;1624641;91816;
499;CO;MS;PT;1331;VANDER LUIZ DOS SANTOS LOUBET;VANDER LOUBET;50;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR COMPLETO;DEPUTADO;Sim;2995057.44;69504;
500;CO;MS;PT;1313;JOSê ORC÷RIO MIRANDA DOS SANTOS;ZECA DO PT;64;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR COMPLETO;VEREADOR;N∆o;1398470.44;160556;
501;CO;MS;PDT;1234;DAGOBERTO NOGUEIRA FILHO;DAGOBERTO NOGUEIRA;59;ELEITO POR MêDIA;MASCULINO;N∆o;B;SUPERIOR COMPLETO;ADVOGADO;N∆o;1581508;54813;
502;NE;PB;PMDB;1522;HUGO MOTTA WANDERLEY DA NOBREGA;HUGO;25;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR COMPLETO;DEPUTADO;Sim;742259.17;123686;
503;NE;PB;PMDB;1515;MANOEL ALVES DA SILVA JUNIOR;MANOEL JUNIOR;50;ELEITO POR MêDIA;MASCULINO;N∆o;B;SUPERIOR COMPLETO;DEPUTADO;Sim;1091562.32;105693;
504;NE;PB;PMDB;1510;VENEZIANO VITAL DO R“GO SEGUNDO NETO;VENEZIANO;44;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR COMPLETO;ADVOGADO;N∆o;1088197.33;177680;
505;NE;PB;PDT;1212;DAMI«O FELICIANO DA SILVA;DR. DAMI«O;62;ELEITO POR MêDIA;MASCULINO;N∆o;B;SUPERIOR COMPLETO;DEPUTADO;N∆o;577519.75;67558;
506;NE;PB;PT;1345;LUIZ ALBUQUERQUE COUTO;LUIZ COUTO;69;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR COMPLETO;DEPUTADO;Sim;402402.66;69922;
507;NE;PB;DEM;2511;EFRAIM DE ARAÈJO MORAIS FILHO;EFRAIM FILHO;35;ELEITO POR QP;MASCULINO;N∆o;O;SUPERIOR COMPLETO;ADVOGADO;N∆o;882050;103477;
508;NE;PB;PP;1111;AGUINALDO VELLOSO BORGES RIBEIRO;AGUINALDO RIBEIRO;45;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR COMPLETO;DEPUTADO;Sim;1742321.25;161999;
509;NE;PB;SD;7777;BENJAMIN GOMES MARANH«O NETO;BENJAMIN MARANH«O;42;ELEITO POR MêDIA;MASCULINO;N∆o;O;SUPERIOR COMPLETO;DEPUTADO;N∆o;526825.31;63433;
510;NE;PB;PR;2222;JOSê WELLINGTON ROBERTO;WELLINGTON ROBERTO;55;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR INCOMPLETO;EMPRESµRIO;N∆o;2246134;104799;
511;NE;PB;PSD;5555;R‚MULO JOSê DE GOUVEIA;R‚MULO GOUVEIA;49;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR COMPLETO;SERVIDOR PÈBLICO ESTADUAL;N∆o;390634.44;84820;
512;NE;PB;PTB;1411;JOSE WILSON SANTIAGO FILHO;WILSON FILHO;25;ELEITO POR QP;MASCULINO;N∆o;B;SUPERIOR COMPLETO;DEPUTADO;Sim;348553.31;95746;
513;NE;PB;PSDB;4510;PEDRO OLIVEIRA CUNHA LIMA;PEDRO CUNHA LIMA;26;ELEITO POR QP;MASCULINO;N∆o;O;SUPERIOR COMPLETO;ADVOGADO;N∆o;891364.31;179886;
